Country,Year,Month,Day,Temperature (Celsius),Precipitation (mm),Wind Speed (km/h)
Spain,2021,6,5,-0.3661131654238492,66.01331268096514,5.2978894990207674
Spain,2015,7,1,11.963158199970316,6.726045465037056,10.504394977437347
France,2003,7,1,-6.7292570366334425,30.85017248779589,36.75507864730005
Germany,2006,3,13,27.462600446086284,7.643081266551577,24.66088284747914
Spain,2014,2,13,27.692683612996177,30.257760933940215,10.850194286899482
Italy,2010,12,26,19.787432055163443,62.768455134758604,24.228804726130832
France,2022,2,10,8.804761670206595,38.5007174834963,36.18421599757677
Spain,2002,3,30,17.97466793214185,10.650303165950314,27.394590804369667
Italy,2016,7,2,6.4797571679023775,9.746970493535956,12.398311836349517
Italy,2003,5,9,-4.447312322276984,44.467105462378534,23.53793093380618
France,2006,5,4,15.435031004596837,75.36464593692867,24.415190428632968
Italy,2004,6,17,29.773644226077863,92.8812864556677,38.52457152513304
France,2003,9,17,7.282037972752015,53.62768110037385,36.39209516238576
United Kingdom,2021,3,8,-9.725898319859724,88.63559348197299,17.75497385189764
Italy,2023,8,16,-7.841657520245002,27.37754964422021,35.14770082840988
Italy,2000,4,22,-3.4310429356726146,69.96319305441511,30.499098206282873
Germany,2014,3,27,18.21517166804299,49.306316329847654,14.57080913850628
Spain,2010,1,10,26.56507973338401,93.96436717885412,6.453415046474421
Italy,2016,2,6,22.60926091495279,6.109117164368694,11.869198942909472
France,2000,3,2,-9.324284857594556,18.96372321360532,26.525935940504283
United Kingdom,2006,1,5,23.147397004421208,56.34914377942085,11.67928579052625
France,2002,9,24,5.613952864981222,62.86869183312487,11.523638805241426
Italy,2000,10,23,1.7681524400134752,22.63591926122893,14.195140311292784
Germany,2016,6,21,6.956563081109625,54.89705266546802,33.413445198929864
Germany,2015,7,25,26.06883942535488,62.4363225187541,15.247458277902918
United Kingdom,2014,7,27,24.370584521647615,54.142109626650125,26.19813753427585
Spain,2019,1,23,17.117419482466598,64.18555169404851,12.506846008579306
France,2019,12,17,20.986905407699517,90.61413370903955,31.950834780975864
Germany,2006,6,20,0.6418055604215347,24.768461428111767,30.83311440328793
France,2019,2,8,-1.2739072165904766,45.6523073269606,22.698946485475563
Germany,2017,12,9,23.09747634124956,2.3290621386067523,21.82626999675193
Spain,2004,12,8,3.3003528411001337,98.23640049324344,6.4562777212052955
United Kingdom,2012,4,9,26.311353755290874,90.22614365159194,18.601835422462692
France,2008,6,10,17.76538162415953,6.795418470226034,34.43359265784308
Spain,2019,5,8,25.905656908888886,86.85905123791062,29.631465832896776
France,2016,8,20,4.484813377588548,53.22142336124382,8.227139589995222
United Kingdom,2004,2,14,24.27717056820348,97.6790920253555,10.372232985281867
Germany,2023,10,11,9.918004907305278,86.11273080568154,23.56251648304205
France,2015,1,6,17.0155447797613,59.59606191486068,14.05830043650773
Germany,2024,1,3,-3.352296544881983,78.74548418100483,38.97796752155343
Italy,2001,1,27,-7.582077918950492,86.24098354320172,20.694002184301898
Germany,2024,12,5,13.76561801471626,70.7230225556024,26.28191490047544
Italy,2015,9,2,16.203714136595437,48.58128154142815,29.96681101551431
United Kingdom,2010,3,25,5.047323474719235,45.97808920817029,39.479446961041766
Spain,2019,12,18,11.840205134508267,4.171828731992589,35.501364194207056
Italy,2024,4,6,16.500039019943674,95.39274229237684,25.445074382077117
Germany,2022,2,17,24.962950691427515,42.37791159979655,31.313596121615262
Germany,2009,2,9,-1.6554939174270356,94.82439089099238,35.66240994465859
Spain,2024,12,11,-5.161132463597062,45.29055146659137,36.909916382337286
France,2017,9,18,5.548348056566091,39.4478540831119,11.528505937894309
Italy,2010,1,16,16.48482992980787,76.59963111460367,26.127328581018112
France,2012,6,28,10.62754946170623,7.244147579108917,28.13419154269386
Italy,2019,12,28,-6.228595568808926,98.01848791598114,11.337578684001349
United Kingdom,2021,5,15,18.532778064608074,26.775237965562603,23.309651573937096
Spain,2008,5,21,24.458756105149817,6.101292263203417,32.39776219799788
Italy,2016,1,7,-1.7629396268859345,46.480067869693706,7.068291138415619
France,2023,3,15,27.685977179971253,98.11375551232125,26.50582239580112
Germany,2011,11,21,22.09710939094952,80.41886235468384,37.94938571611996
United Kingdom,2015,7,5,2.2152460283215536,92.27311736111088,17.62640490425401
Spain,2011,10,22,-9.612897857539963,58.74748689395827,13.905899326582444
Italy,2021,8,15,18.587809328789213,5.830038034008278,11.759499750902886
United Kingdom,2021,12,20,2.8371723422846262,46.84290411022215,28.981846868366056
Germany,2021,1,30,10.671026413060897,46.17513583717739,14.968344185661298
Italy,2010,3,5,27.39072890855421,96.09613455603736,7.811844444720148
Spain,2017,12,26,-4.604770210223159,37.46125675868514,18.853193420596735
Spain,2003,2,3,27.90083427631331,23.52891615802637,18.937220660828526
United Kingdom,2023,11,14,5.142365444645694,93.30390716876428,16.11833018497745
France,2020,7,29,18.788855676582767,92.86139620012527,18.873058996399546
Spain,2010,5,8,21.252965669224217,44.32894474801798,27.897218988121303
Germany,2015,5,10,23.35719506050151,14.908671307363509,10.347575745519979
France,2023,10,6,-7.72780841394928,14.007061487335514,11.142704270680117
United Kingdom,2022,4,15,-1.6622171108086992,58.98061929398244,22.787032105104313
Spain,2005,4,29,-7.944455637765682,3.3326126761734964,20.178944345207356
Germany,2022,2,2,-5.082022569135538,88.46962083505835,24.183150622375198
France,2001,8,20,1.2503537387982213,59.13510162657031,6.8883682963721435
Italy,2013,12,28,6.342284971054536,78.5125789106194,32.52893601816383
Germany,2005,2,3,15.391987577870125,60.72196764956658,7.791609095473513
Spain,2023,8,28,-1.7963103634073931,6.3691354372591995,22.114406766392886
United Kingdom,2002,2,5,29.26474841382867,79.8535236860187,35.39175127494699
United Kingdom,2004,10,26,3.4507109637136413,53.60910045972626,15.270867140888445
Germany,2024,5,4,13.093663938833284,75.70968828954096,16.914775173165726
Spain,2015,10,14,-8.240050237210426,75.93063680692735,31.432903690240675
Italy,2014,5,11,9.366459520020285,94.10841689805581,37.77674268882493
France,2009,11,26,27.326705395054148,40.015287648773764,12.397849698166091
Italy,2006,8,9,18.106000729406844,80.54337172607114,23.624318024461996
Spain,2013,6,8,8.24548610277574,71.36446893399638,7.344544222115607
Italy,2023,12,27,19.517449674783794,38.300123156252695,12.10651570643834
France,2017,8,7,23.127512169858704,60.42426698007617,22.107645933245927
Spain,2019,1,8,-6.562707058384931,67.44671497834956,32.07283022644255
Germany,2002,3,23,16.78234613188617,93.45100186616594,5.84607872958847
Italy,2015,6,4,17.58895348614763,15.149024578988579,6.786626807409531
France,2002,1,21,17.801194640306296,56.36537716275617,17.392776551086104
Spain,2009,11,18,20.16678450527948,84.46767579819931,32.46886077375251
Italy,2016,5,9,11.55868033165012,50.1562164131422,15.675571955853258
Spain,2017,7,16,17.82509515394008,30.725786328750093,5.206012369181424
Italy,2011,1,24,24.837311185243827,72.5971042194142,20.663790438593367
Germany,2007,9,29,-7.394153925483957,35.91789796520569,8.565889761789986
Italy,2004,4,8,22.644310370140943,28.812348211438643,18.26343644725908
Spain,2017,3,19,24.962187657805877,96.08728373053658,15.24186165440211
Spain,2015,11,17,22.327427140395088,65.8985962914404,5.234680092497074
Spain,2002,11,13,-5.297448178673352,60.3478955960844,35.30644666642729
Germany,2022,1,26,15.968607949998145,57.55561318631444,27.392170225632817
France,2018,11,2,0.5310687189476013,23.635074873256713,13.836969512211494
Spain,2012,9,16,25.259735143238863,30.329321255022112,30.033200282888483
France,2005,9,12,-5.268055617595371,24.48206617741454,27.906259224809354
United Kingdom,2024,8,18,3.128479808198046,8.733331013712641,33.46578829442607
Italy,2019,11,21,3.4617750704506722,86.06058036743691,29.483445515488146
United Kingdom,2020,6,17,24.868842560822337,59.82778928129957,12.072068726282275
Spain,2021,8,16,3.5556849255278067,15.229133686598983,29.500813374084444
Spain,2024,5,25,6.066334417891085,49.18907700560274,19.912325860588695
United Kingdom,2020,6,1,22.40519548969654,48.8762933018473,22.08212969651913
Italy,2000,10,26,17.764845433752726,22.509111683373405,16.92021492591192
France,2000,7,13,14.134070102514329,33.99741256334058,12.382855913075492
United Kingdom,2018,11,30,3.3923808484113174,20.72130022316834,30.862495927009324
Germany,2000,7,6,24.429628489285584,37.585513475064104,8.52186471418256
France,2022,9,3,-7.971843574601043,51.86783064239532,22.694436878063186
Spain,2012,1,9,7.072549620377245,10.31381561645286,14.793304429015944
United Kingdom,2007,12,21,22.189917917851496,61.67101149173001,22.527042779025344
Italy,2003,4,1,21.39969556279687,7.753491162123172,8.915435487925315
United Kingdom,2014,12,20,3.113103103035195,97.65312200180485,5.521806181152339
France,2023,10,29,6.461197501810979,5.714864640219542,37.850053506871795
United Kingdom,2022,8,29,6.182263563133791,45.81979816138222,20.05124685588137
Italy,2015,5,13,28.45682873426125,31.985726302231278,17.313710013074754
France,2007,7,10,1.2526247916502609,76.71142318385269,25.399609847589296
United Kingdom,2007,11,24,2.958602061414579,70.5797807876244,17.32226095107574
Italy,2007,9,24,12.795035748273126,87.66158611907923,6.226560924378956
Italy,2011,1,1,4.9880087037714915,82.96070657871184,23.146743481054628
France,2004,6,12,18.217354801105536,56.97296473503188,17.978550970072796
Italy,2004,9,21,17.3338850563696,23.651277793393234,11.829817534581617
United Kingdom,2008,7,13,27.253423621049507,46.24221718804409,11.565915823993647
United Kingdom,2006,7,27,-1.5383594077101392,86.4560291926247,14.688843846664254
Italy,2000,5,21,2.3556708810991935,60.49379698257751,27.62654125657853
Italy,2021,8,9,27.232407279508934,14.319459333131013,26.615419630053886
United Kingdom,2002,7,10,11.431388455843962,81.45260208139308,24.034498349986634
Italy,2023,12,30,19.761746112317276,14.492717663463338,16.7613244947046
Spain,2004,7,17,24.433301277111326,83.69848569431963,35.76703115590311
France,2010,1,20,-6.373018615875963,67.63501795848963,17.12112667244964
France,2012,12,3,24.475152895042555,65.66332014754788,26.705634175560704
United Kingdom,2008,11,22,22.35177885085971,65.71315440595691,12.03164142139654
Spain,2023,8,28,26.111746860524107,10.707770053749188,39.5153413511237
France,2022,7,30,0.25442952198325486,71.3152190785332,36.0034979112259
Italy,2002,4,25,8.755721740631056,73.75511277983193,39.89985920918152
United Kingdom,2020,6,24,-6.874792972565351,21.14336728372774,5.841988806054216
Germany,2016,9,15,-1.4162849027577895,98.5559365231877,27.110540066781496
Spain,2019,9,6,26.042850930047862,83.81454270944434,38.638282498456334
Spain,2021,10,3,8.673480752201254,2.9970337529170554,21.87431559377007
Spain,2010,10,2,24.76624879280589,87.98719554998797,14.761621869659884
Spain,2005,6,25,21.716839808002177,44.337270751260206,5.485244817135396
France,2005,12,10,24.5733514395558,5.956217416190668,32.5064690048452
Germany,2014,11,5,18.921525347848117,74.0333393325509,28.789682394298605
Spain,2010,5,16,11.607607307479913,69.48493265084281,34.89549756483025
United Kingdom,2015,1,5,-0.6840067793896409,60.12103481475325,16.78723318474665
France,2020,4,22,-5.02598839199099,10.215262126746804,38.79898467926693
Spain,2013,6,25,-5.690076832347737,48.28851560004808,15.420203250038524
United Kingdom,2000,5,11,28.62677094232461,27.118583078759773,38.74671192518652
Spain,2018,9,23,4.115699328444752,98.08771492556356,17.30489534998437
Spain,2017,8,19,15.963892775730368,95.23225011266001,16.005585861988877
United Kingdom,2023,7,18,24.956636676711852,23.47037152253959,9.260359182139915
Spain,2015,2,30,9.608169761218033,11.52634403589241,20.175833562232548
United Kingdom,2011,4,17,1.4194937051547285,27.807933195931223,33.889831252583065
Italy,2012,10,26,5.121954438277928,68.24368997924411,29.733069820143335
Italy,2016,7,11,-1.4744249873278736,32.41612558489645,25.444019402978572
Italy,2019,8,17,19.794173472806126,84.96259381185305,27.944955607102735
United Kingdom,2009,10,16,14.337003867807468,17.5261636234051,13.221087795279894
United Kingdom,2002,1,29,-0.5736301850763237,72.88876285263865,33.167714372550535
Spain,2015,9,17,-8.227566071735271,78.16028383034642,36.42943401849493
Germany,2010,8,20,5.698821643922759,12.822565110892082,12.641467984219727
Spain,2004,12,24,20.05135574789501,78.35196037392713,30.514163528180767
Spain,2009,10,15,20.511526057226096,81.71585621441537,26.301422960597826
Spain,2023,9,4,11.956668409599892,61.388152495538186,16.213336317755033
Italy,2014,2,11,20.29880655448501,49.39807071057053,27.06355883816332
Italy,2000,6,13,21.487736891878228,44.091912889904926,27.47594798371889
Spain,2007,2,12,7.041673720306029,80.43756522434474,37.45149287902369
Germany,2001,12,13,-7.1063628079624275,63.29480928077149,36.399158320142845
United Kingdom,2009,5,7,1.8368028430965921,52.70606958540227,10.698840708615066
France,2009,12,13,-6.336608894146938,14.24426319180412,19.637369741460617
United Kingdom,2016,6,25,9.271113686598554,16.678751380421332,10.443884641456096
United Kingdom,2017,9,14,-7.093404423676,21.106735105888685,37.18336186388788
France,2004,2,28,0.20985394951008018,42.92954864099936,15.793530252611315
France,2002,6,3,-7.540766225658322,96.05713211099132,22.288715305004395
France,2021,5,15,-8.908878499177879,22.446457331282243,30.626920619943423
France,2021,1,17,-5.989661609830996,69.86101847488868,10.025013158293106
Spain,2023,6,10,-3.0295831453257493,11.585485024446406,25.591028540096275
Germany,2004,8,3,-5.864023925019755,51.51652914080152,17.40658836255427
United Kingdom,2020,11,14,1.9893176833894408,56.08236181459779,11.122533792694203
Italy,2005,10,20,-0.7270427614010053,91.59778038847297,16.643405559902583
Spain,2010,2,13,-3.0675005281195933,21.384482605064036,14.436727098765177
France,2016,3,26,25.208320124899217,95.10754097753015,16.917892802972755
United Kingdom,2006,11,24,9.794555863872837,37.94565537179435,22.449319686823046
United Kingdom,2002,11,14,7.961170704888673,68.37777518135107,7.557926269960841
Spain,2004,5,11,-7.168725126661251,23.970601901088273,33.351526387196415
France,2008,5,6,25.429882103362388,57.350727631812234,17.011010508741506
France,2003,9,7,18.70940230114027,30.91239529011852,28.796978211145554
United Kingdom,2000,4,10,19.188270417956463,74.11180437203184,37.57260040282856
France,2012,12,30,12.904892520017263,72.54949087554698,22.237698262382157
Spain,2012,4,3,-6.085731356990003,18.986543367840312,35.00185637741752
France,2007,9,14,-6.728433543097294,4.987818669975241,21.995804883135346
France,2003,1,3,-9.198779027094632,41.93535377903815,6.674989913670153
France,2016,2,30,21.24790021934349,72.23773565806816,32.97862464876565
Spain,2017,5,13,9.904951071260996,51.408795464027804,20.8781558641292
Germany,2008,11,6,24.906638195916138,3.2153340081762627,17.727053517578742
United Kingdom,2018,6,24,26.64570541928822,39.65156720317323,20.454416147924753
Spain,2007,7,2,10.811711671320403,11.659790381691193,5.077345674476398
Italy,2014,6,2,28.343619800580562,15.927973439393062,17.352892829199135
Spain,2007,9,22,-1.6496180004249652,62.13412093847972,33.2526946123247
Spain,2000,3,19,-1.3512639175317442,47.09332965583333,20.27221771531618
United Kingdom,2012,5,17,-8.718919638445675,30.92118162318107,29.028352950106957
France,2020,5,11,24.16929035337941,19.391771108912494,18.835197579840997
Italy,2006,6,17,0.27208125048198895,89.81462356734691,20.021174184143675
Italy,2020,10,15,3.2136071026132385,46.230455805978934,13.618194587628727
Germany,2004,10,28,14.284230974875996,98.5471330942029,33.54726578687101
Spain,2013,6,3,10.9864584666514,1.8344047947198683,31.142848462702748
Germany,2000,8,13,2.042696335973563,95.3468382594991,19.872092272444416
France,2015,10,2,4.262749741166045,17.04120247296278,14.925962376573382
France,2023,7,26,-0.8762043635099026,34.150633308462254,25.16777914654017
Italy,2007,10,10,14.188619368440829,86.04862799542839,16.74754917046768
United Kingdom,2001,3,29,-9.450785631967893,78.87722222809937,7.731409688127792
France,2015,8,18,-0.16933929562963357,53.88922891128766,17.858243211101065
Spain,2017,8,21,-9.377735777042009,42.434082641150496,9.04595132543174
Italy,2004,9,13,9.779970852905102,43.787507536072766,26.496332166431312
